EventName,EventAlias,EventType,Unit,Topic,Encoding,ScaleUnit,BriefDescription,PublicDescription
unc_c_tor_occupancy.nid_miss_all,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x36,umask=0x4a/",,TOR Occupancy; NID Matched. Unit: uncore_cbox ,"For each cycle, this event accumulates the number of valid entries in the TOR that match qualifications specified by the subevent.   There are a number of subevent 'filters' but only a subset of the subevent combinations are valid.  Subevents that require an opcode or NID match require the Cn_MSR_PMON_BOX_FILTER.{opc, nid} field to be set.  If, for example, one wanted to count DRD Local Misses, one should select MISS_OPC_MATCH and set Cn_MSR_PMON_BOX_FILTER.opc to DRD (0x182); Number of outstanding Miss requests in the TOR that match a NID"
unc_c_tor_occupancy.nid_miss_opcode,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x36,umask=0x43/",,TOR Occupancy; NID and Opcode Matched Miss. Unit: uncore_cbox ,"For each cycle, this event accumulates the number of valid entries in the TOR that match qualifications specified by the subevent.   There are a number of subevent 'filters' but only a subset of the subevent combinations are valid.  Subevents that require an opcode or NID match require the Cn_MSR_PMON_BOX_FILTER.{opc, nid} field to be set.  If, for example, one wanted to count DRD Local Misses, one should select MISS_OPC_MATCH and set Cn_MSR_PMON_BOX_FILTER.opc to DRD (0x182); Number of outstanding Miss requests in the TOR that match a NID and an opcode"
unc_c_tor_occupancy.nid_opcode,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x36,umask=0x41/",,TOR Occupancy; NID and Opcode Matched. Unit: uncore_cbox ,"For each cycle, this event accumulates the number of valid entries in the TOR that match qualifications specified by the subevent.   There are a number of subevent 'filters' but only a subset of the subevent combinations are valid.  Subevents that require an opcode or NID match require the Cn_MSR_PMON_BOX_FILTER.{opc, nid} field to be set.  If, for example, one wanted to count DRD Local Misses, one should select MISS_OPC_MATCH and set Cn_MSR_PMON_BOX_FILTER.opc to DRD (0x182); TOR entries that match a NID and an opcode"
unc_c_tor_occupancy.nid_wb,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x36,umask=0x50/",,TOR Occupancy; NID Matched Writebacks. Unit: uncore_cbox ,"For each cycle, this event accumulates the number of valid entries in the TOR that match qualifications specified by the subevent.   There are a number of subevent 'filters' but only a subset of the subevent combinations are valid.  Subevents that require an opcode or NID match require the Cn_MSR_PMON_BOX_FILTER.{opc, nid} field to be set.  If, for example, one wanted to count DRD Local Misses, one should select MISS_OPC_MATCH and set Cn_MSR_PMON_BOX_FILTER.opc to DRD (0x182); NID matched write transactions int the TOR"
unc_c_tor_occupancy.opcode,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x36,umask=0x1/",,TOR Occupancy; Opcode Match. Unit: uncore_cbox ,"For each cycle, this event accumulates the number of valid entries in the TOR that match qualifications specified by the subevent.   There are a number of subevent 'filters' but only a subset of the subevent combinations are valid.  Subevents that require an opcode or NID match require the Cn_MSR_PMON_BOX_FILTER.{opc, nid} field to be set.  If, for example, one wanted to count DRD Local Misses, one should select MISS_OPC_MATCH and set Cn_MSR_PMON_BOX_FILTER.opc to DRD (0x182); TOR entries that match an opcode (matched by Cn_MSR_PMON_BOX_FILTER.opc)"
unc_c_tor_occupancy.remote,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x36,umask=0x88/",,TOR Occupancy. Unit: uncore_cbox ,"For each cycle, this event accumulates the number of valid entries in the TOR that match qualifications specified by the subevent.   There are a number of subevent 'filters' but only a subset of the subevent combinations are valid.  Subevents that require an opcode or NID match require the Cn_MSR_PMON_BOX_FILTER.{opc, nid} field to be set.  If, for example, one wanted to count DRD Local Misses, one should select MISS_OPC_MATCH and set Cn_MSR_PMON_BOX_FILTER.opc to DRD (0x182)"
unc_c_tor_occupancy.remote_opcode,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x36,umask=0x81/",,TOR Occupancy; Remote Memory - Opcode Matched. Unit: uncore_cbox ,"For each cycle, this event accumulates the number of valid entries in the TOR that match qualifications specified by the subevent.   There are a number of subevent 'filters' but only a subset of the subevent combinations are valid.  Subevents that require an opcode or NID match require the Cn_MSR_PMON_BOX_FILTER.{opc, nid} field to be set.  If, for example, one wanted to count DRD Local Misses, one should select MISS_OPC_MATCH and set Cn_MSR_PMON_BOX_FILTER.opc to DRD (0x182); Number of outstanding  transactions, satisfied by an opcode,  in the TOR that are satisfied by remote caches or remote memory"
unc_c_tor_occupancy.wb,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x36,umask=0x10/",,TOR Occupancy; Writebacks. Unit: uncore_cbox ,"For each cycle, this event accumulates the number of valid entries in the TOR that match qualifications specified by the subevent.   There are a number of subevent 'filters' but only a subset of the subevent combinations are valid.  Subevents that require an opcode or NID match require the Cn_MSR_PMON_BOX_FILTER.{opc, nid} field to be set.  If, for example, one wanted to count DRD Local Misses, one should select MISS_OPC_MATCH and set Cn_MSR_PMON_BOX_FILTER.opc to DRD (0x182); Write transactions in the TOR.   This does not include RFO, but actual operations that contain data being sent from the core"
unc_c_txr_ads_used.ad,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x4,umask=0x1/",,Onto AD Ring. Unit: uncore_cbox ,Onto AD Ring. Unit: uncore_cbox 
unc_c_txr_ads_used.ak,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x4,umask=0x2/",,Onto AK Ring. Unit: uncore_cbox ,Onto AK Ring. Unit: uncore_cbox 
unc_c_txr_ads_used.bl,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x4,umask=0x4/",,Onto BL Ring. Unit: uncore_cbox ,Onto BL Ring. Unit: uncore_cbox 
unc_c_txr_inserts.ad_cache,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x2,umask=0x1/",,Egress Allocations; AD - Cachebo. Unit: uncore_cbox ,"Number of allocations into the Cbo Egress.  The Egress is used to queue up requests destined for the ring.; Ring transactions from the Cachebo destined for the AD ring.  Some example include outbound requests, snoop requests, and snoop responses"
unc_c_txr_inserts.ad_core,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x2,umask=0x10/",,Egress Allocations; AD - Corebo. Unit: uncore_cbox ,Number of allocations into the Cbo Egress.  The Egress is used to queue up requests destined for the ring.; Ring transactions from the Corebo destined for the AD ring.  This is commonly used for outbound requests
unc_c_txr_inserts.ak_cache,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x2,umask=0x2/",,Egress Allocations; AK - Cachebo. Unit: uncore_cbox ,Number of allocations into the Cbo Egress.  The Egress is used to queue up requests destined for the ring.; Ring transactions from the Cachebo destined for the AK ring.  This is commonly used for credit returns and GO responses
unc_c_txr_inserts.ak_core,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x2,umask=0x20/",,Egress Allocations; AK - Corebo. Unit: uncore_cbox ,Number of allocations into the Cbo Egress.  The Egress is used to queue up requests destined for the ring.; Ring transactions from the Corebo destined for the AK ring.  This is commonly used for snoop responses coming from the core and destined for a Cachebo
unc_c_txr_inserts.bl_cache,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x2,umask=0x4/",,Egress Allocations; BL - Cacheno. Unit: uncore_cbox ,Number of allocations into the Cbo Egress.  The Egress is used to queue up requests destined for the ring.; Ring transactions from the Cachebo destined for the BL ring.  This is commonly used to send data from the cache to various destinations
unc_c_txr_inserts.bl_core,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x2,umask=0x40/",,Egress Allocations; BL - Corebo. Unit: uncore_cbox ,Number of allocations into the Cbo Egress.  The Egress is used to queue up requests destined for the ring.; Ring transactions from the Corebo destined for the BL ring.  This is commonly used for transferring writeback data to the cache
unc_c_txr_inserts.iv_cache,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x2,umask=0x8/",,Egress Allocations; IV - Cachebo. Unit: uncore_cbox ,Number of allocations into the Cbo Egress.  The Egress is used to queue up requests destined for the ring.; Ring transactions from the Cachebo destined for the IV ring.  This is commonly used for snoops to the cores
unc_c_txr_starved.ad_core,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x3,umask=0x10/",,Injection Starvation; Onto AD Ring (to core). Unit: uncore_cbox ,Counts injection starvation.  This starvation is triggered when the Egress cannot send a transaction onto the ring for a long period of time.; cycles that the core AD egress spent in starvation
unc_c_txr_starved.ak_both,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x3,umask=0x2/",,Injection Starvation; Onto AK Ring. Unit: uncore_cbox ,Counts injection starvation.  This starvation is triggered when the Egress cannot send a transaction onto the ring for a long period of time.; cycles that both AK egresses spent in starvation
unc_c_txr_starved.bl_both,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x3,umask=0x4/",,Injection Starvation; Onto BL Ring. Unit: uncore_cbox ,Counts injection starvation.  This starvation is triggered when the Egress cannot send a transaction onto the ring for a long period of time.; cycles that both BL egresses spent in starvation
unc_c_txr_starved.iv,,Kernel PMU event,uncore_cbox,uncore cache,"uncore_cbox/event=0x3,umask=0x8/",,Injection Starvation; Onto IV Ring. Unit: uncore_cbox ,Counts injection starvation.  This starvation is triggered when the Egress cannot send a transaction onto the ring for a long period of time.; cycles that the cachebo IV egress spent in starvation
unc_h_bt_cycles_ne,,Kernel PMU event,uncore_ha,uncore cache,uncore_ha/event=0x42/,,BT Cycles Not Empty. Unit: uncore_ha ,Cycles the Backup Tracker (BT) is not empty. The BT is the actual HOM tracker in IVT
unc_h_bt_to_ht_not_issued.incoming_bl_hazard,,Kernel PMU event,uncore_ha,uncore cache,"uncore_ha/event=0x51,umask=0x4/",,BT to HT Not Issued; Incoming Data Hazard. Unit: uncore_ha ,Counts the number of cycles when the HA does not issue transaction from BT to HT.; Cycles unable to issue from BT due to incoming BL data hazard
unc_h_bt_to_ht_not_issued.incoming_snp_hazard,,Kernel PMU event,uncore_ha,uncore cache,"uncore_ha/event=0x51,umask=0x2/",,BT to HT Not Issued; Incoming Snoop Hazard. Unit: uncore_ha ,Counts the number of cycles when the HA does not issue transaction from BT to HT.; Cycles unable to issue from BT due to incoming snoop hazard
unc_h_bt_to_ht_not_issued.rspackcflt_hazard,,Kernel PMU event,uncore_ha,uncore cache,"uncore_ha/event=0x51,umask=0x8/",,BT to HT Not Issued; Incoming Data Hazard. Unit: uncore_ha ,Counts the number of cycles when the HA does not issue transaction from BT to HT.; Cycles unable to issue from BT due to incoming BL data hazard
unc_h_bt_to_ht_not_issued.wbmdata_hazard,,Kernel PMU event,uncore_ha,uncore cache,"uncore_ha/event=0x51,umask=0x10/",,BT to HT Not Issued; Incoming Data Hazard. Unit: uncore_ha ,Counts the number of cycles when the HA does not issue transaction from BT to HT.; Cycles unable to issue from BT due to incoming BL data hazard
unc_h_bypass_imc.not_taken,,Kernel PMU event,uncore_ha,uncore cache,"uncore_ha/event=0x14,umask=0x2/",,HA to iMC Bypass; Not Taken. Unit: uncore_ha ,Counts the number of times when the HA was able to bypass was attempted.  This is a latency optimization for situations when there is light loadings on the memory subsystem.  This can be filted by when the bypass was taken and when it was not.; Filter for transactions that could not take the bypass
unc_h_bypass_imc.taken,,Kernel PMU event,uncore_ha,uncore cache,"uncore_ha/event=0x14,umask=0x1/",,HA to iMC Bypass; Taken. Unit: uncore_ha ,Counts the number of times when the HA was able to bypass was attempted.  This is a latency optimization for situations when there is light loadings on the memory subsystem.  This can be filted by when the bypass was taken and when it was not.; Filter for transactions that succeeded in taking the bypass
unc_h_clockticks,,Kernel PMU event,uncore_ha,uncore cache,uncore_ha/event=0/,,uclks. Unit: uncore_ha ,"Counts the number of uclks in the HA.  This will be slightly different than the count in the Ubox because of enable/freeze delays.  The HA is on the other side of the die from the fixed Ubox uclk counter, so the drift could be somewhat larger than in units that are closer like the QPI Agent"
unc_h_direct2core_count,,Kernel PMU event,uncore_ha,uncore cache,uncore_ha/event=0x11/,,Direct2Core Messages Sent. Unit: uncore_ha ,Number of Direct2Core messages sent
